id,title,start,end,timezone,category,rank,local_rank,location
29m3c2q73dYwjksdct,Seattle Symphony,5/01/2020 0:00,5/01/2020 0:00,America/Los_Angeles,concerts,58,68,"[-122.33697, 47.608084]"
29XJVsXqj7zfknz8ES,The Close Seconds,6/01/2020 0:00,6/01/2020 0:00,America/Los_Angeles,concerts,36,52,"[-122.385989, 47.668113]"
2AMQ6BpcW6oELUr9ov,One-on-One Tech Help,21/11/2019 0:00,21/11/2019 0:00,America/Los_Angeles,community,17,54,"[-122.569807, 47.85292]"
2arBkbdp7U6PEoFPyK,Charlie Hunter and Lucy Woodward,11/12/2019 0:00,11/12/2019 0:00,America/Los_Angeles,concerts,41,51,"[-122.33934, 47.614743]"
2aXbNZ0QMr06,Cobalt Co,30/11/2019 0:00,30/11/2019 0:00,America/Los_Angeles,concerts,23,40,"[-122.37927, 47.668493]"
2BdddS8vrLus4TjTmw,Beer Barre at Lucky Envelope Brewing,19/01/2020 0:00,19/01/2020 0:00,America/Los_Angeles,community,16,33,"[-122.369116, 47.664878]"
2BDYk2PiXTBZgY5bJa,Local Author Douglas W. Margeson,9/11/2019 0:00,9/11/2019 0:00,America/Los_Angeles,community,17,40,"[-122.269862, 47.822008]"
2BhiwiW6KUpgJkgzSf,Ray LaMontagne with Kacy & Clayton,17/11/2019 0:00,17/11/2019 0:00,America/Los_Angeles,concerts,53,63,"[-122.341283, 47.611715]"
2bp2mQ3iKog9ffHxyY,Have A Slice - Improv Comedy Hosted by IMNDC,9/11/2019 0:00,9/11/2019 0:00,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
2c2GDur3wtwjxzoZYH,UNCUT GEMS,29/12/2019 0:00,29/12/2019 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
2C5y5A7L6GkJ6rzAVi,The Slags,14/12/2019 0:00,14/12/2019 0:00,America/Los_Angeles,concerts,30,41,"[-122.320022, 47.661474]"
2CB4B5LwAZLkQMNRwd,Eric Rachmany,19/12/2019 0:00,19/12/2019 0:00,America/Los_Angeles,concerts,42,60,"[-122.382645, 47.66577]"
2cDsZkcdyijhmLQCCJ,Intermediate English Class - For Immigrants/Refugees Only,3/12/2019 0:00,3/12/2019 0:00,America/Los_Angeles,community,17,28,"[-122.332501, 47.606701]"
2CPeJJ2yHPYdNrwD6m,Snails with Liquid Stranger,10/11/2019 0:00,10/11/2019 0:00,America/Los_Angeles,concerts,77,100,"[-122.426044, 47.237287]"
2CsJ23ankBRcJSmDr9,Charlie and the Rays and Bad Saint,23/12/2019 0:00,23/12/2019 0:00,America/Los_Angeles,concerts,36,46,"[-122.319732, 47.613925]"
2dSDheSJsTs5pPq5A2,Tablao Flamenco at the Jewel Box,17/11/2019 0:00,17/11/2019 0:00,America/Los_Angeles,concerts,28,39,"[-122.346238, 47.614653]"
2dvgfapsagCaghwU8g,REPARATIONS,20/01/2020 0:00,20/01/2020 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.309859, 47.601298]"
2EAeoiPQty9wdErTnA,"Ready To Work Class - English, Computer & Job Skills",16/01/2020 0:00,16/01/2020 0:00,America/Los_Angeles,community,17,37,"[-122.270538, 47.521357]"
2ebirmuvxUDj4UMqqE,The Music of â€œA Charlie Brown Christmasâ€,17/12/2019 0:00,17/12/2019 0:00,America/Los_Angeles,concerts,36,55,"[-122.284342, 47.556917]"
2EvG3jDYJRFUKFZgmb,The Misanthrope,22/11/2019 0:00,22/11/2019 0:00,America/Los_Angeles,performing-arts,21,33,"[-122.317451, 47.608948]"
2eYkHQtdum8Mftcxz5,MESSIAH - Blessed Sacrament Parish,23/11/2019 0:00,23/11/2019 0:00,America/Los_Angeles,concerts,21,33,"[-122.3186, 47.666414]"
2F5uePWzFMUYNWFU7X,Educator Appreciation Days,18/01/2020 0:00,18/01/2020 0:00,America/Los_Angeles,community,17,35,"[-122.327, 47.7044]"
2fEENJgwXpwGffEnzr,A Christmas Carol,13/12/2019 0:00,13/12/2019 0:00,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
2Fk4g9DonLUPWVmGnA,Hansel and Gretel Family Friendly Mini-Opera,15/12/2019 0:00,16/12/2019 0:00,America/Los_Angeles,concerts,11,42,"[-122.502972, 47.799254]"
2GAPytFrJ9xeZxVKQe,Roxy Coss NYC Quintet,27/11/2019 0:00,27/11/2019 0:00,America/Los_Angeles,concerts,36,55,"[-122.284342, 47.556917]"
2GWfGhCvdnSwASnzTT,Baskerville: A Sherlock Holmes Mystery,17/11/2019 0:00,17/11/2019 0:00,America/Los_Angeles,performing-arts,16,47,"[-122.708848, 47.599826]"
2gynvnc87Y65cwLFnB,Seattle Data Analytics Lunch and Learn,21/12/2019 0:00,21/12/2019 0:00,America/Los_Angeles,community,11,23,"[-122.337424, 47.623017]"
2hA3eDVQCbW56T9h2A,Danny Newcomb & The Sugarmakers and Friends,18/01/2020 0:00,18/01/2020 0:00,America/Los_Angeles,concerts,36,55,"[-122.284342, 47.556917]"
2hae9UtFnAc5QfbbQu,Medicare Enrollment Assistance,6/12/2019 0:00,6/12/2019 0:00,America/Los_Angeles,community,17,45,"[-122.520547, 47.635245]"
2hbCeXuBKDyp52DM4Z,"Book Group: ""Meet Me at the Museum"" by Anne Youngson",8/01/2020 0:00,8/01/2020 0:00,America/Los_Angeles,community,17,54,"[-122.569807, 47.85292]"
2HiEuEeuz7buodcEU5,Kinski,7/12/2019 0:00,7/12/2019 0:00,America/Los_Angeles,concerts,36,52,"[-122.385989, 47.668113]"
2Hm2uz7MqbkhDJowJ6,CAPM (Certified Associate in Project Management) Exam Preparation Course- 1 day/wk for weeks,4/12/2019 0:00,4/12/2019 0:00,America/Los_Angeles,community,17,41,"[-122.198655, 47.645474]"
2hv4ZhVMpzDFTZW8a2,"Book Group: ""The Human Age"" by Diane Ackerman",6/11/2019 0:00,6/11/2019 0:00,America/Los_Angeles,community,17,54,"[-122.569807, 47.85292]"
2HVmZbKSjuznT4wPUy,Quilting/Sewing Weekly Drop-In,28/01/2020 0:00,28/01/2020 0:00,America/Los_Angeles,community,11,42,"[-122.502972, 47.799254]"
2i3h6WAPZyXLqi3hWg,Open Mic Night (21+ Event),21/01/2020 0:00,21/01/2020 0:00,America/Los_Angeles,performing-arts,37,50,"[-122.333619, 47.600742]"
2J3rQrqndE8mxMDwLA,Dance Yourself Clean,3/11/2019 0:00,3/11/2019 0:00,America/Los_Angeles,concerts,45,56,"[-122.314422, 47.613694]"
2J9VG2vzpV8W6pZWSp,Library Wine Sale at Tinte Cellars,19/01/2020 0:00,19/01/2020 0:00,America/Los_Angeles,community,17,43,"[-122.141979, 47.731529]"
2JCHkanjjPu7x4gp9g,"""A Very Whateverly Christmas"" with The Whateverly Brothers",22/12/2019 0:00,22/12/2019 0:00,America/Los_Angeles,concerts,23,40,"[-122.37927, 47.668493]"
2JgMzBsujBXaHYnnks,Life Wide Angle/Close Up,27/01/2020 0:00,28/01/2020 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
2jH56qPb8n4j6opNxG,Barnes & Noble Book Club Featuring The Family Upstairs,8/01/2020 0:00,8/01/2020 0:00,America/Los_Angeles,community,17,45,"[-122.691755, 47.657194]"
2KiQoaMCAjT9ysZED2,"""Inside Story: Adventures in Storytelling""",25/11/2019 0:00,25/11/2019 0:00,America/Los_Angeles,performing-arts,16,27,"[-122.339924, 47.608421]"
2kMjSHsLoDwAtFgEAy,Beaujolais Nouveau Wine Festival,23/11/2019 0:00,23/11/2019 0:00,America/Los_Angeles,festivals,44,56,"[-122.330484, 47.604506]"
2KswasZc9CxenWQjp5,Eastern Washington Eagles vs Washington Huskies Basketball,5/12/2019 0:00,5/12/2019 0:00,America/Los_Angeles,sports,65,73,"[-122.302138, 47.652075]"
2KYPzU6VgRgS47nXDA,Trash to Treasure,16/11/2019 0:00,16/11/2019 0:00,America/Los_Angeles,community,22,51,"[-122.696314, 47.646363]"
2LbjK2ENsjRFYdHZUd,Brett Dennen,25/01/2020 0:00,25/01/2020 0:00,America/Los_Angeles,concerts,48,58,"[-122.314037, 47.66119]"
2LRpgixyHTUrivHtUG,"ATYYA, Thought Process, and Rob Noble",1/02/2020 0:00,1/02/2020 0:00,America/Los_Angeles,concerts,38,54,"[-122.351738, 47.651491]"
2M4VB7BcipqVvQAUF8,Recent Acquisitions: Toyin Ojih Odutola,30/11/2019 0:00,30/11/2019 0:00,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
2Mefxs8p7TucQ6EQJu,Kaleidoscope Play & Learn,28/01/2020 0:00,28/01/2020 0:00,America/Los_Angeles,community,17,37,"[-122.270538, 47.521357]"
2mhExzc7s7iSSH9dhT,Hard Nut,7/12/2019 0:00,7/12/2019 0:00,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
2mldxOAyQgO8,"Peterson/Kohler Collective CD Release - Dave Peterson (guitar), Lee Kohler (piano), Rob Kohler (bass), John Bishop (drums) and Brent Jensen (sax)",8/11/2019 0:00,8/11/2019 0:00,America/Los_Angeles,performing-arts,23,40,"[-122.37927, 47.668493]"
2MqVWjcJnR2vPcWktr,Intermediate English Class - For Immigrants/Refugees Only,14/11/2019 0:00,14/11/2019 0:00,America/Los_Angeles,community,17,28,"[-122.332501, 47.606701]"
2NasQFDaTWEztndNUM,GREMLINS,6/12/2019 0:00,6/12/2019 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
2NfLKM34U7X7Lk5UEs,Jingle Fest Holiday Craft & Gift Show,30/11/2019 0:00,2/12/2019 0:00,America/Los_Angeles,festivals,54,81,"[-122.665198, 47.632307]"
2nmcqjibufG9pv5xXW,ROBERTO BLADES en vivo!,10/11/2019 0:00,10/11/2019 0:00,America/Los_Angeles,concerts,46,64,"[-122.334701, 47.577536]"
2ofWwFxXTDTs6Hk4Bf,The Misanthrope,17/11/2019 0:00,18/11/2019 0:00,America/Los_Angeles,performing-arts,21,33,"[-122.317451, 47.608948]"
2PBU4J4EzmSZoK8Hhw,"Annie Ford Band, Kassi Valazza and Alex Dunn",6/12/2019 0:00,6/12/2019 0:00,America/Los_Angeles,performing-arts,17,33,"[-122.38716, 47.66846]"
2PeSjjT3nykVEWwZDN,Seattle Data Analytics Lunch and Learn,18/12/2019 0:00,18/12/2019 0:00,America/Los_Angeles,community,11,23,"[-122.337424, 47.623017]"
2pk2vVrfWLTBngPLN8,Christmas Concert featuring The Greater Works Gospel Choir,15/12/2019 0:00,15/12/2019 0:00,America/Los_Angeles,concerts,16,39,"[-122.017024, 47.556285]"
2PLBuVkuJnukLtwfcS,Jennifer Wilhoit,9/11/2019 0:00,9/11/2019 0:00,America/Los_Angeles,community,17,45,"[-122.691755, 47.657194]"
2q3t5TkVjqXmH8qgcG,Struggle Jennings,27/01/2020 0:00,27/01/2020 0:00,America/Los_Angeles,concerts,42,60,"[-122.382645, 47.66577]"
2Qc8CTPf5rWraQtwF9,"Excluded, Inside the Lines",14/11/2019 0:00,15/11/2019 0:00,America/Los_Angeles,community,17,32,"[-122.322813, 47.598225]"
2QfFrczCarsxVrYUbH,A Christmas Carol,21/12/2019 0:00,21/12/2019 0:00,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
2Rgu5QKNKCPgfaSpLv,"""The Flight Before Xmas""",28/12/2019 0:00,28/12/2019 0:00,America/Los_Angeles,performing-arts,17,33,"[-122.35634, 47.652439]"
2rVuUThGTftJdUZcTB,Life Wide Angle/Close Up,9/12/2019 0:00,10/12/2019 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
2shoWAqfWZcLvePPf6,Trevor Hanson: solo guitar at Tizley's,28/11/2019 0:00,28/11/2019 0:00,America/Los_Angeles,concerts,24,52,"[-122.645903, 47.734046]"
2STMtmKsWLpk5mRukJ,Shook: Youngsta & Sepia,28/12/2019 0:00,28/12/2019 0:00,America/Los_Angeles,concerts,37,48,"[-122.331098, 47.616985]"
2SXmXAEwtUBV9SnFaw,Washington BLues Society Holiday Party,2/12/2019 0:00,2/12/2019 0:00,America/Los_Angeles,performing-arts,40,62,"[-122.345, 47.7507]"
2TAB2YSVS2Z4vVmaoM,VINTAGE MOTORCYCLE ENTHUSIASTS MEET UP,7/11/2019 0:00,7/11/2019 0:00,America/Los_Angeles,concerts,42,63,"[-122.333992, 47.552485]"
2trphuLqDoyDyLfdLA,Flammable & Rhizome present: Afriqua,11/11/2019 0:00,11/11/2019 0:00,America/Los_Angeles,concerts,42,53,"[-122.331078, 47.61667]"
2txyr34UFzFc9xpxWR,Community Resource Specialist Drop-In Hours,21/11/2019 0:00,21/11/2019 0:00,America/Los_Angeles,community,17,28,"[-122.332501, 47.606701]"
2unpHBiqu7f6L5QwfE,New Year's At Noon,31/12/2019 0:00,31/12/2019 0:00,America/Los_Angeles,community,17,34,"[-122.354757, 47.687452]"
2v26ZJQypZZzTAKGyw,BOUND,24/11/2019 0:00,24/11/2019 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
2VES9RVFojGoFoJBqV,Ghetto Monks,18/01/2020 0:00,18/01/2020 0:00,America/Los_Angeles,concerts,38,54,"[-122.351738, 47.651491]"
2vgpX4nxMEtq2n5gYC,Marmalade,20/12/2019 0:00,20/12/2019 0:00,America/Los_Angeles,concerts,38,54,"[-122.351738, 47.651491]"
2VkiFnUXKxgWj99uZc,NIGHT AND THE CITY,9/11/2019 0:00,10/11/2019 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
2W9Tu2ag3XP8mVz72q,Spencer & Rains,3/11/2019 0:00,3/11/2019 0:00,America/Los_Angeles,concerts,16,33,"[-122.354047, 47.677168]"
2wcaKpdrub5wVHRhJL,Buku with Esseks,17/11/2019 0:00,17/11/2019 0:00,America/Los_Angeles,concerts,45,55,"[-122.31962, 47.613938]"
2wcjJpwUvYfNWiajJK,"HaÃ¼sed: Ã…se, Westbound & Thiccolas Cage",15/11/2019 0:00,15/11/2019 0:00,America/Los_Angeles,concerts,37,48,"[-122.331098, 47.616985]"
2WJefD42JQLN7n8kH5,Whitney Monge,28/12/2019 0:00,28/12/2019 0:00,America/Los_Angeles,concerts,17,28,"[-122.333624, 47.607387]"
2xH3PdwG5ezq2HeRsP,Riedel Wine Glass Sensory Tasting,5/12/2019 0:00,5/12/2019 0:00,America/Los_Angeles,community,17,35,"[-122.328835, 47.579597]"
2xmDrMYrkoCBP4Yjzb,Sir Mix-A-Lot,15/12/2019 0:00,15/12/2019 0:00,America/Los_Angeles,concerts,42,61,"[-122.472691, 47.25554]"
2xopFzC33ynNFo4SZZ,"Excluded, Inside the Lines",29/12/2019 0:00,30/12/2019 0:00,America/Los_Angeles,community,17,32,"[-122.322813, 47.598225]"
2YW6SPvQY23CdDQAnk,Fall Sweets & Wine Silent Auction & Talent Show,16/11/2019 0:00,16/11/2019 0:00,America/Los_Angeles,community,21,47,"[-122.055854, 47.591607]"
2YYKCm59agXxCVyMx3,Baby Story Time,13/11/2019 0:00,13/11/2019 0:00,America/Los_Angeles,community,17,36,"[-122.375853, 47.548025]"
2ZDPNtkW9B7G4kCGUY,Peninsula Health Services Mobile Behavioral Health Counseling,10/12/2019 0:00,10/12/2019 0:00,America/Los_Angeles,community,17,43,"[-122.635897, 47.542396]"
2zLXmFSFKYsN63jR9q,Anime Sunrise: MACROSS - DO YOU REMEMBER LOVE?,19/01/2020 0:00,19/01/2020 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
2zVMcFGFXcQ77tuRJC,Sing! Sing Sing! 6 weeks of FREE singing lessons!,28/11/2019 0:00,28/11/2019 0:00,America/Los_Angeles,concerts,11,32,"[-122.129884, 47.612371]"
3078gb3qxXn3,Bluegrass and Americana with The Debutones,29/12/2019 0:00,29/12/2019 0:00,America/Los_Angeles,concerts,23,40,"[-122.37927, 47.668493]"
32bcSjPHhrq8tvAJiQ,PROOF by David Auburn,3/11/2019 0:00,4/11/2019 0:00,America/Los_Angeles,performing-arts,16,33,"[-122.444996, 47.257956]"
34g3zLmBffBogCdxcN,Yangsi Rinpoche,16/11/2019 0:00,16/11/2019 0:00,America/Los_Angeles,community,21,39,"[-122.293341, 47.584126]"
34GswWsc7Kfv9iQ93z,Word Lit Zine Presents... The Literary Nerd Hour!,31/01/2020 0:00,31/01/2020 0:00,America/Los_Angeles,performing-arts,16,28,"[-122.323981, 47.607536]"
34SxrpDdBX6m6bnHDL,"""Blue Year's Eve""",1/01/2020 0:00,1/01/2020 0:00,America/Los_Angeles,performing-arts,16,33,"[-122.350137, 47.650886]"
36zhRktNRGLz8oDGNo,"Ethics, Articles & Duties, OH MY!. Visit LearningLabSeattle.com for all courses",13/11/2019 0:00,13/11/2019 0:00,America/Los_Angeles,community,16,35,"[-122.334333, 47.576842]"
37eWVXbZ5ki4zde2ca,Life Wide Angle/Close Up,15/11/2019 0:00,16/11/2019 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
383LrxgJNfirtfbBCc,Cold Showers,15/01/2020 0:00,15/01/2020 0:00,America/Los_Angeles,concerts,45,56,"[-122.314422, 47.613694]"
39kAF7eRQw5QLe89RE,Quilting/Sewing Weekly Drop-In,31/12/2019 0:00,31/12/2019 0:00,America/Los_Angeles,community,11,42,"[-122.502972, 47.799254]"
3a6BdD5oqYTvps9sJm,Holiday Art Walk at the Junction Wineries,7/12/2019 0:00,7/12/2019 0:00,America/Los_Angeles,community,17,43,"[-122.148302, 47.766128]"
3AkiWUyVZrh8RvzooY,Comedy Crater Open Mic,30/12/2019 0:00,30/12/2019 0:00,America/Los_Angeles,performing-arts,30,41,"[-122.320022, 47.661474]"
3amcwKCRzmVvcavZtF,DFC - Show,2/12/2019 0:00,2/12/2019 0:00,America/Los_Angeles,concerts,36,52,"[-122.385989, 47.668113]"
3aPErRJBNZHoStyURM,The Black Keys with Modest Mouse,24/11/2019 0:00,24/11/2019 0:00,America/Los_Angeles,concerts,77,100,"[-122.426044, 47.237287]"
3aqcCVde8dDmJ34bcX,Glassybaby Pop Up Benefiting Encompass at Sigillo Cellars!,6/12/2019 0:00,6/12/2019 0:00,America/Los_Angeles,community,17,47,"[-121.824508, 47.527993]"
3auSU26j35PqbniqDN,Stillwaters 20th Annual Celebration Dinner and Auction,4/11/2019 0:00,4/11/2019 0:00,America/Los_Angeles,community,11,42,"[-122.502972, 47.799254]"
3aXRjxZPazEx4FuJta,Life Wide Angle/Close Up,4/12/2019 0:00,5/12/2019 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
3BCFeL3dCiz2oiaDqZ,Budget Committee (Session II),6/11/2019 0:00,6/11/2019 0:00,America/Los_Angeles,conferences,17,27,"[-122.347786, 47.6112]"
3bnSkMZFBFFg5ENgdN,Songea's Kids SoirÃ©e 2019: Building Hope,17/11/2019 0:00,17/11/2019 0:00,America/Los_Angeles,community,21,40,"[-122.120182, 47.67037]"
3c8MvYa3GqavmkqeoA,Irish Play Series (#4) - The New Electric Ballroom by Enda Walsh,12/01/2020 0:00,12/01/2020 0:00,America/Los_Angeles,performing-arts,31,63,"[-122.509488, 47.66501]"
3cb77gtxKK82FwyXS6,Seattle Symphony,19/01/2020 0:00,19/01/2020 0:00,America/Los_Angeles,concerts,58,68,"[-122.33697, 47.608084]"
3cTszXp4j7hFbewHna,From The Chamber,3/12/2019 0:00,3/12/2019 0:00,America/Los_Angeles,concerts,21,44,"[-122.148217, 47.58436]"
3cTvFJgv5iLn6QZZFQ,Holiday Favorites from the Bainbridge Chorale,14/12/2019 0:00,14/12/2019 0:00,America/Los_Angeles,concerts,21,53,"[-122.50951, 47.663651]"
3d8zy6TKZHaFjfNLNL,Barnes & Noble Book Club Featuring Ninth House,6/11/2019 0:00,6/11/2019 0:00,America/Los_Angeles,community,17,27,"[-122.335546, 47.613145]"
3DCLKRA4jNWuU7zPWF,DOWNTOWN 81,9/11/2019 0:00,9/11/2019 0:00,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
3DoG7eW6nVAtPupFUG,Kermet Apio,7/12/2019 0:00,7/12/2019 0:00,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
3DqjduddzFKECitQDg,Live Music at Maison DeLille Wine Lounge - Tyler Edwards,14/12/2019 0:00,14/12/2019 0:00,America/Los_Angeles,concerts,17,38,"[-122.206947, 47.675954]"
3Dxee7dGgZuNagGecR,Adult Education Tutoring,9/11/2019 0:00,9/11/2019 0:00,America/Los_Angeles,community,17,37,"[-122.356098, 47.722957]"
3e96GP4WQwVguhvNnw,Reckless Kelly,3/11/2019 0:00,3/11/2019 0:00,America/Los_Angeles,concerts,42,60,"[-122.382645, 47.66577]"
3eNYPPMOdzQG,"Grupo Amoroso - jazz-tinged Brazilian tunes with Sophia Smith (vocals), Randy Powers (trumpet/flugelhorn), Paul Korsmo (guitar/vocals), Mark Filler (drums), Bard Benefield (bass) and Dinnen Cleary (piano)",22/11/2019 0:00,22/11/2019 0:00,America/Los_Angeles,concerts,23,40,"[-122.37927, 47.668493]"
3FB8FXe3PttXVG9Xtw,The Winery Comedy Tour at Sigillo Cellars!,3/01/2020 0:00,3/01/2020 0:00,America/Los_Angeles,conferences,17,47,"[-121.824508, 47.527993]"
3ff9qXzYUVybpb9a5L,Waterparks,14/12/2019 0:00,14/12/2019 0:00,America/Los_Angeles,concerts,48,59,"[-122.329373, 47.618633]"
3fKxzWLjToW9t6Mbey,Gordon Grdinaâ€™s Nomad Trio w/Matt Mitchell and Jim Black,6/01/2020 0:00,6/01/2020 0:00,America/Los_Angeles,concerts,36,55,"[-122.284342, 47.556917]"
3FPZ7jTQNZoYMXRwz7,The Brothers Paranormal,8/11/2019 0:00,8/11/2019 0:00,America/Los_Angeles,performing-arts,11,25,"[-122.324063, 47.598856]"
3fx48rzNUCRW4dswdx,Jack and the Beanstalk,5/01/2020 0:00,5/01/2020 0:00,America/Los_Angeles,community,38,55,"[-122.365253, 47.659067]"
3fxAXBDAJ2xk4aanST,"Dot Comet, Lovely Colours, and High Romantics",8/01/2020 0:00,8/01/2020 0:00,America/Los_Angeles,concerts,36,52,"[-122.385989, 47.668113]"
3FxVuztwvfqqEEBPkV,Phil Vassar with Lonestar,6/12/2019 0:00,6/12/2019 0:00,America/Los_Angeles,concerts,50,69,"[-122.627119, 47.566793]"
3gwYB22jJ4WrdRsrij,Irish Play Series (#4) - The New Electric Ballroom by Enda Walsh,13/01/2020 0:00,13/01/2020 0:00,America/Los_Angeles,performing-arts,31,63,"[-122.509488, 47.66501]"
3ha3J5auifqwKnB5xG,Spokane Chiefs vs Seattle Thunderbirds,28/12/2019 0:00,28/12/2019 0:00,America/Los_Angeles,sports,58,79,"[-122.23986, 47.38702]"
3hAAgx6J5p5CJ8RGvY,January Paint & Sip,11/01/2020 0:00,11/01/2020 0:00,America/Los_Angeles,performing-arts,36,69,"[-122.570794, 47.712259]"
3HGegBscgDnvswzGYR,Crystal Energy and Working,30/01/2020 0:00,30/01/2020 0:00,America/Los_Angeles,community,16,39,"[-122.529011, 47.255857]"
3hhXboVmAHNGuyaK56,The Magic of the Artful Gift,8/12/2019 0:00,9/12/2019 0:00,America/Los_Angeles,performing-arts,11,34,"[-122.37826, 47.811086]"
3Hw3TFmMsmpzqSG8vi,Dealing with Difficult People,19/11/2019 0:00,20/11/2019 0:00,America/Los_Angeles,conferences,44,60,"[-122.347313, 47.654495]"
3i5btGb8CUGytVfAjc,Cascade Youth Symphony Orchestra Premiere and Junior Fall Concert,25/11/2019 0:00,25/11/2019 0:00,America/Los_Angeles,concerts,16,40,"[-122.369074, 47.817016]"
3ieMfV8rF9DEjQpxRJ,OVER MY DEAD BODY,11/11/2019 0:00,11/11/2019 0:00,America/Los_Angeles,performing-arts,16,53,"[-122.40263, 48.03184]"
3iFq3U7ez8veGQ3pg7,Life Wide Angle/Close Up,30/11/2019 0:00,1/12/2019 0:00,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
3im3aCiN2T58DE5FQR,Jauz,19/01/2020 0:00,19/01/2020 0:00,America/Los_Angeles,concerts,64,80,"[-122.332286, 47.593308]"
3ivh9249CbX7fhawVk,dueliing pianos,10/11/2019 0:00,10/11/2019 0:00,America/Los_Angeles,concerts,17,30,"[-122.331978, 47.59954]"
3Jei6DUYrCSStD5ip7,Live Music @ Sigillo Cellars: Kristin Marlo,25/01/2020 0:00,25/01/2020 0:00,America/Los_Angeles,performing-arts,17,47,"[-121.824508, 47.527993]"
3JKeAt8zJZHQBwdsYS,Heiress - Band,25/01/2020 0:00,25/01/2020 0:00,America/Los_Angeles,concerts,11,31,"[-122.303927, 47.55906]"
3jwszWVkBKgGNvDVwi,Open Mic Night,10/12/2019 0:00,10/12/2019 0:00,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
3kdTKMqaMAL3jkASuC,Handels Messiah,21/12/2019 0:00,21/12/2019 0:00,America/Los_Angeles,performing-arts,11,34,"[-122.532959, 47.24854]"
3KL5BBFzqV6WrEkLj6,Kevin Burke Seattle Concert,20/01/2020 0:00,20/01/2020 0:00,America/Los_Angeles,concerts,16,33,"[-122.354047, 47.677168]"
3ktsBjoYNi64LcG7HY,Wrecks,15/12/2019 0:00,15/12/2019 0:00,America/Los_Angeles,concerts,37,53,"[-122.349682, 47.659189]"
