id,title,start,end,timezone,category,rank,local_rank,location
EULbqGXXTZQCWL5fvB,Carol of the Hells,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
r6gXYKKewjkFbKrhcY,MAKE WAY FOR TOMORROW,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
nwiaVD9SNZXGg3byAF,Pierre Leguillon: Arbus Bonus,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
SGPnGNgNxWzUCGAQdF,Donald Byrd: The America That Is To Be,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
s8SxAnRv9Bg2gj5zkJ,Dress Codes: Ellen Lesperance and Diane Simpson,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
8pjndhxE9pGC9jmwix,Unsettling Femininity: Selections from the Frye Art Museum Collection,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
CwGLKnDANtxFg5FjZg,Life Wide Angle/Close Up,20/12/2019,21/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
QE9tCFZu2MHrtu3spu,Northwest Mystics 2019: Women of the PNW,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,30,"[-122.32959, 47.601105]"
gPV5odvUnzHkmiUxoG,Too Many Hats,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
NwpLLCuXu2njWx6jvC,"SILENT NIGHT, DEADLY NIGHT",20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
FWFX8YvpajNxqHvaU3,Comedian Wilfred Padua and Friends,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,34,47,"[-122.31711, 47.666958]"
VKsNEosigGSC5XaCL4,Taylor Macs Holiday Sauce,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,47,57,"[-122.341283, 47.611715]"
ZZwghQSYF4bLLjA9b9,COMEDIAN OF THE YEAR,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
b9drt44fgwx4G9oS2r,Scott Shoemaker's War on Christmas!,20/12/2019,6/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
98K2zns4Wo2sZXxVgK,Nutcracker,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
UaioULLTcsgX763ZL3,A Christmas Carol,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
gmJQyFEzo6pV8qUYvH,Nordo's Jazz Lounge with Greta Matassa,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333638, 47.59992]"
MD5A3azCqeFSyVYnqU,Mrs. Doubtfire A New Musical Seattle,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
Z84cZyvNE3zGgkiRqs,Georgetown Community Bingo,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,11,32,"[-122.31833, 47.55038]"
Jh2hvVpD2w3bWprMfK,IV Annual Christmas Sh*t Show! Hosted by Matt Harvey,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.38716, 47.66846]"
T3F24D9wuYhG25bxYn,A SMOKY MOUNTAIN CHRISTMAS,20/12/2019,20/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
cnzM8SQYXp6yiidrBj,THE DYBBUK,21/12/2019,22/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Ngm7Te6gbZLeyM2ZkJ,Nutcracker,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
2QfFrczCarsxVrYUbH,A Christmas Carol,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
KbG4nL2m2ybY3XAmRN,Mrs. Doubtfire A New Musical Seattle,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
dCxnxbrSqHCbVJM9K5,EVENINGS ON A FARM NEAR DIKANKA,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
rqGPJpqpQoQdA4MPxx,The Christmas Revels: Ghosts of Haddon Hall,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
HB4mnN4iRTgdQXP9YR,A CAROL FOR ANOTHER CHRISTMAS,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
C9b4apP7v87M8M9kqe,Pierre Leguillon: Arbus Bonus,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
NfcLeznMaYKZVFwtCj,Bill Robison- Physical Comedian,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.287857, 47.577884]"
DVRRDLBzitDTJdp7Vx,Northwest Mystics 2019: Women of the PNW,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,17,30,"[-122.32959, 47.601105]"
6xxdKAXcm6Ne8pqLSC,Life Wide Angle/Close Up,21/12/2019,22/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
ZMBR775sZ9sEUP7zPn,Uncle Mike Ruins Christmas,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,17,30,"[-122.312874, 47.668842]"
GRr4CHRgMRbSdVRKzs,COMEDIAN OF THE YEAR,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
SJ6YQt922BoLrP9wrq,CAROL,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
ZiAU3rTaVUVXsLVomG,Comedian Andy Haynes,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,34,47,"[-122.31711, 47.666958]"
gEWNFm8axhn7ZhKc2J,COMEDIAN OF THE YEAR,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
TH5Va9SKuMJPmT4shR,Mrs. Doubtfire A New Musical Seattle,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
VWVxVb4qSYLLDEMbeB,Adam Trent,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,43,53,"[-122.314037, 47.66119]"
9DzLiSZXVS3PQyFXPo,Taylor Macs Holiday Sauce,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,49,59,"[-122.341283, 47.611715]"
yf8yhghtAbGo5T2NsJ,"""Howl's Moving Castle""",21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,29,40,"[-122.353296, 47.623012]"
FDnQVns6B6jXFvqs3E,A VERY BEACON CHRISTMAS,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
JxdR7SSYbmVKWShXVC,A Christmas Carol,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
p2vQtYFtUUp2zF95T5,Nutcracker,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
XK8tj9nzExqdBcHL6w,Scott Shoemaker's War on Christmas!,21/12/2019,7/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
sXWpwGsVJmZPCfu5eZ,Carol of the Hells,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
pEZ7xwFQgwRPjdMBQc,CAROL,21/12/2019,21/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
YrkxB7Z97Z4EWZThAD,Seattle City Nutcracker,22/12/2019,23/12/2019,America/Los_Angeles,performing-arts,16,28,"[-122.321846, 47.615808]"
GzZCjbsCCBp2VHgHSv,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,43,53,"[-122.314037, 47.66119]"
TMojmFqCxRBWxyvBa4,A Christmas Carol,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
VmoxxTLaoa2v4S4E9t,FANNY AND ALEXANDER,22/12/2019,23/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
SAPpwsFWCtDtr9td2Y,Mrs. Doubtfire A New Musical Seattle,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
Ez5YtEougxE5CLjGUo,The Christmas Revels: Ghosts of Haddon Hall,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
4DaPXLTKp77k86mApt,Nutcracker,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,32,44,"[-122.349735, 47.623913]"
qhgGx95N6UN3TM3J2u,Anime Sunrise: TOKYO GODFATHERS,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
HbhQe3BSVNyNXRK2Mr,Life Wide Angle/Close Up,22/12/2019,23/12/2019,America/Los_Angeles,performing-arts,11,26,"[-122.322813, 47.598225]"
5wwAxaPMPH5eWxsGmr,COMEDIAN OF THE YEAR,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
t5K5fgoHPdJVtULwe2,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,43,53,"[-122.314037, 47.66119]"
FYdPKskz3HWMZJjJes,COMEDIAN OF THE YEAR,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
f9sKhPYvW469nkhyFx,THE BEACON HOLIDAY PARTY,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
3qHWMkSEjqHNtVaPBL,Mrs. Doubtfire,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
PMkjPSfbpfUdMeE9av,Scott Shoemaker's War on Christmas!,22/12/2019,8/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
rkLvcKweJKRf6ZU7ir,Seattle City Nutcracker,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.321846, 47.615808]"
ZzbcxYJWFxN4o9BeZ6,A Christmas Carol,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,39,50,"[-122.344284, 47.61359]"
HrqtxuAKFsZz9o7Dao,Longest Night: Solstice Ceremony,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,26,36,"[-122.31723, 47.614436]"
7Zn2N2AAq4wPp9d5vq,CAROL,22/12/2019,22/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
dQ7giUDs7qDdr8gcok,Nutcracker,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
9Vvbr4xCEhbg632yJC,Life Wide Angle/Close Up,23/12/2019,24/12/2019,America/Los_Angeles,performing-arts,11,26,"[-122.322813, 47.598225]"
mamjnW4Y5NUQsyvBif,Comedy Crater Heckle Mic,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.320022, 47.661474]"
aTL3GUWicRDdQNWuK4,SNAXMAS: a Holiday Show hosted by Snax The Bunny (Late Show),23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.38716, 47.66846]"
6KT3CArHWr6oFtMWcY,GHOST STORIES FOR CHRISTMAS,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
BmfjjTcEqnRhx8eUmT,COMEDIAN OF THE YEAR,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.333619, 47.600742]"
EVK4CqbuL6PNNXmqvT,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,43,53,"[-122.314037, 47.66119]"
ennX99MUipJrptaBLH,Scott Shoemaker's War on Christmas!,23/12/2019,9/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
GMc43gMFjqFLj4dbic,The Bell Ringer,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,45,56,"[-122.341283, 47.611715]"
BxaMWHbpw7QnFA2ghM,Snaxmas: A holiday variety show hosted by Snax The Bunny (Early Show),23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.38716, 47.66846]"
UcxgZpL9gzf5eu7XEs,Nutcracker,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,32,44,"[-122.349735, 47.623913]"
5m2uFhbJzKe3D27j5T,Tea Dance,23/12/2019,23/12/2019,America/Los_Angeles,performing-arts,11,32,"[-122.31833, 47.55038]"
FigqKgdrBvCCkAWzoZ,CAROL,24/12/2019,25/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
KMyCr8n3gmY92GpzGa,Nutcracker,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
ZCHNebLfkeAyq5xJsJ,Life Wide Angle/Close Up,24/12/2019,25/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
KLtwKTHsP5i7NA7SgV,Haunted Light: BLACK CHRISTMAS,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
5iufgUZDsWATPgNJmd,Open Mic Night,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,37,50,"[-122.333619, 47.600742]"
yAVDcfgc934jSJ7iQm,Nutcracker,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
XzDCfMVXCc8oY74DXe,EVENINGS ON A FARM NEAR DIKANKA,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
WZweL3ZL3f9GCMbfMP,Mrs. Doubtfire - The Musical,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
TafYQaiSsE5xjFVbDX,THE DYBBUK,24/12/2019,24/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
A5R2njD9uVZj57sEHa,UNCUT GEMS,25/12/2019,25/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
nezEtDjK8os98UqSM4,Life Wide Angle/Close Up,25/12/2019,26/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
XHcULC6Hr269Pcy6GL,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,25/12/2019,25/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
J7ynCgryyb3pBqw4Fz,GHOST STORIES FOR CHRISTMAS,25/12/2019,25/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
PMJP27xcpJEf7TFmFc,A VERY BEACON CHRISTMAS,25/12/2019,25/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
DmztFZ6s6fV68fQM36,UNCUT GEMS,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
tJidiT5GzVYKaPgiuZ,Mrs. Doubtfire A New Musical Seattle,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
BUzs47PdQor8KUj9PT,Nutcracker,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
rJYPXSrLbPxwZXJuHv,Pierre Leguillon: Arbus Bonus,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
97D99PSVEiWGEymuaw,Life Wide Angle/Close Up,26/12/2019,27/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
E6tSZedxaovhcvDbqu,UNCUT GEMS,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
t8uJ3QRnL2jEKSixLy,UNCUT GEMS,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
HRckrtuR9RYeNaNeqK,UNCUT GEMS,26/12/2019,26/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
oXaoj9Ugh5WAEa9WgS,UNCUT GEMS,27/12/2019,28/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
qc4QTPFk4yyrpqBZrB,UNCUT GEMS,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
ZkaFTDArwfAFmDQCsg,Mrs. Doubtfire A New Musical Seattle,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
BueErBZ4NhVGZ9WKtq,Nutcracker,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
LNG3BgJcviz43hw3ij,"""Corduroy""",27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.352374, 47.620454]"
ymeHWkkpo6zs76cRXh,Life Wide Angle/Close Up,27/12/2019,28/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
npB3VtNFDzXZt6yxnm,UNCUT GEMS,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
LEuSrih8bawAH4DVqD,MONICA NEVI,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
tUE2xwWTsMjXJYfZzC,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
Z4MUAnSd6c423NDhKg,UNCUT GEMS,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
bntVBaUgePqiFf5LDq,Nutcracker,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
oZuLVDXa5YJnb5FsCT,UNCUT GEMS,27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
mDZSh88S73Fd622Q8T,"""The Flight Before Xmas""",27/12/2019,27/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.35634, 47.652439]"
WmUiWJ945poG96CPdy,UNCUT GEMS,28/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
X7uRWPjhMgic3TGbs6,Mrs. Doubtfire A New Musical Seattle,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
VLogUWK228R9AMPkAm,UNCUT GEMS,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
UVpkUDzxA4LvoRXJ3c,Nutcracker,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
n4JkMs4GpoRoJXTRQB,Life Wide Angle/Close Up,28/12/2019,29/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
wkEYxmcTNwevKDdHwj,MONICA NEVI,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
YPf9dgh8qUBvBbkASS,Bendelacreme And Jinkx Monsoon: All I Want For Christmas Is Attention,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
qGRKBDw8oKSipJiJ95,Mrs. Doubtfire - The Musical,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
sqzmT5KWPq4Qxz8HXC,Comedian Andrew Rivers,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.31711, 47.666958]"
GHyXyPjmy2e6YzW94x,UNCUT GEMS,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
sgs72FfAijGNazGBM6,Nutcracker,28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
2Rgu5QKNKCPgfaSpLv,"""The Flight Before Xmas""",28/12/2019,28/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.35634, 47.652439]"
aBqbrQATY5sT3ZMcFc,UNCUT GEMS,29/12/2019,30/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Hsma6bp9JLYaCEtRwM,Mrs. Doubtfire A New Musical Seattle,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
mViRzETLbeWZtfDDdb,UNCUT GEMS,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
owXQA7XAafvVaaeDGW,Life Wide Angle/Close Up,29/12/2019,30/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
z3Gjtafu8vun6s4wGH,MONICA NEVI,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
mp3asurWRGKhyXVueh,"CSz Seattle's ""Holiday Special""",29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,33,"[-122.350137, 47.650886]"
K9QXbS7aMLAjgpoUzR,UNCUT GEMS,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
JzY6dXrcewpkAngahX,MONICA NEVI,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
ncWCS9wLHmLa5sdxgw,"12 SHORTIE'S COMEDY PRESENTS ""THE ROYALTY PACKAGE""",29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,34,"[-122.334, 47.5845]"
jsF3aHPS7rN3inR3DN,Russian New Year's Stand-Up Night,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,43,53,"[-122.339477, 47.609236]"
sSZdud3uVYz3cpLvPr,Mrs. Doubtfire A New Musical Seattle,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
2c2GDur3wtwjxzoZYH,UNCUT GEMS,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
jN5y5KXyCVvFfzGJ5E,The Big Burlesque Game Show,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
TebnbuharbRec2AdfZ,Nutcracker,29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
TV4sTCgAMSDWwRZ92P,"""The Flight Before Xmas""",29/12/2019,29/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.35634, 47.652439]"
B5B77zoX7VmkBf24nH,UNCUT GEMS,30/12/2019,31/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
VXxLf8r7DPLVcWQDHa,Life Wide Angle/Close Up,30/12/2019,31/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
3AkiWUyVZrh8RvzooY,Comedy Crater Open Mic,30/12/2019,30/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.320022, 47.661474]"
dYCMcxFgpr5uZXPcTv,MONICA NEVI,30/12/2019,30/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
8TyLotu7grVT4VVSz3,UNCUT GEMS,30/12/2019,30/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
93SrVuwrgpgqHjznK3,Tea Dance,30/12/2019,30/12/2019,America/Los_Angeles,performing-arts,11,32,"[-122.31833, 47.55038]"
zSrhsM7YPNbSaZaPTj,"""The Flight Before Xmas""",30/12/2019,30/12/2019,America/Los_Angeles,performing-arts,17,33,"[-122.35634, 47.652439]"
zxCUhakkmYBViXffVf,Mrs. Doubtfire - The Musical,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
kLqTQVGrSzA9ePk2mH,Life Wide Angle/Close Up,31/12/2019,1/01/2020,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
PWbdfh6UgB3KJbzueD,Masquerade Party (21+ Event),31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,43,59,"[-122.353866, 47.65236]"
ABpc5sMD6QYriVzJ4H,Haunted Light: CURSE OF THE CAT PEOPLE,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
BWpEQLNKbLAcSSqfec,Open Mic Night,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
cEATeShZMWyMEtSh3w,Sandbox Radio: JOURNEY'S END,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,16,28,"[-122.330168, 47.609066]"
gcjAqNvtahqG5NgQpB,UNCUT GEMS,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
izbgCfEDcXNEck7iZm,Mrs. Doubtfire - The Musical,31/12/2019,31/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
ee9pCgRV39taJqCBEt,UNCUT GEMS,1/01/2020,2/01/2020,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
L76WKNzGFQxmjZASa2,UNCUT GEMS,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Ma8NSgXHm9vtiUMQKa,Life Wide Angle/Close Up,1/01/2020,2/01/2020,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
gXnkCNVSELNRhftVFW,New Year's Eve Comedy Celebrating 2019 with Comedian Andrew Rivers,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,36,49,"[-122.31711, 47.666958]"
mXwdgeXv9maix96TaR,GREG WILSON,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
34SxrpDdBX6m6bnHDL,"""Blue Year's Eve""",1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,16,33,"[-122.350137, 47.650886]"
C6uc543a5Xf7ZtAuxX,GREG WILSON,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
MWboWqsh2WZNtuvaU8,Summer - The Donna Summer Musical,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
uC6ZsgpwmPeTYyMYGr,New Year's Eve Comedy Celebrating 2019 with Comedian Andrew Rivers,1/01/2020,1/01/2020,America/Los_Angeles,performing-arts,36,49,"[-122.31711, 47.666958]"
WVJd78QsR2jG5uFKT4,Mrs. Doubtfire - The Musical,2/01/2020,2/01/2020,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
yDVoRjQEwjNSizEbUD,UNCUT GEMS,2/01/2020,2/01/2020,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
b4JGDmsR4JoTSG8PAN,Summer - The Donna Summer Musical,2/01/2020,2/01/2020,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
