,count,aggregated_impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact,rescaled_aei
2018-03-15,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-16,5,24792,0,0,1,0,0,4,0,0,0,0,0,0,792,0,0,24000,0,0,0,0,0.06182543640897755
2018-03-17,2,19792,0,0,2,0,0,0,0,0,0,0,0,0,19792,0,0,0,0,0,0,0,0.049356608478802994
2018-03-18,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-19,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-20,2,6792,0,0,1,0,0,0,1,0,0,0,0,0,792,0,0,0,6000,0,0,0,0.016937655860349128
2018-03-21,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-22,2,2792,0,0,2,0,0,0,0,0,0,0,0,0,2792,0,0,0,0,0,0,0,0.006962593516209476
2018-03-23,2,2792,0,0,2,0,0,0,0,0,0,0,0,0,2792,0,0,0,0,0,0,0,0.006962593516209476
2018-03-24,4,68792,0,1,2,0,1,0,0,0,0,0,0,60000,2792,0,6000,0,0,0,0,0,0.1715511221945137
2018-03-25,3,62792,0,1,2,0,0,0,0,0,0,0,0,60000,2792,0,0,0,0,0,0,0,0.15658852867830422
2018-03-26,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-27,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-28,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-03-29,3,66792,0,1,1,0,1,0,0,0,0,0,0,6000,792,0,60000,0,0,0,0,0,0.1665635910224439
2018-03-30,5,37792,0,1,3,0,0,0,1,0,0,0,0,6000,12792,0,0,0,19000,0,0,0,0.09424438902743142
2018-03-31,9,163792,1,1,3,0,2,0,1,1,0,0,6000,6000,12792,0,120000,0,19000,0,0,0,0.4084588528678304
2018-04-01,3,38792,0,0,1,0,1,0,1,0,0,0,0,0,792,0,19000,0,19000,0,0,0,0.09673815461346633
2018-04-02,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-04-03,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-04-04,4,25792,0,1,1,0,0,1,0,0,1,0,0,6000,792,0,0,19000,0,0,0,0,0.06431920199501247
2018-04-05,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-04-06,2,792,0,0,1,0,0,0,0,0,1,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-04-07,2,60792,0,0,1,0,1,0,0,0,0,0,0,0,792,0,60000,0,0,0,0,0,0.1516009975062344
2018-04-08,1,792,0,0,1,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0.001975062344139651
2018-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-13,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-04-14,2,25000,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,19000,0,0,0,0,0,0.062344139650872814
2018-04-15,2,25000,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,19000,0,0,0,0,0,0.062344139650872814
2018-04-16,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-04-17,2,38000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0.09476309226932668
2018-04-18,2,38000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,19000,0,0,0,0,0.09476309226932668
2018-04-19,3,31000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,19000,0,6000,0,0,0,0.0773067331670823
2018-04-20,2,7900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1900,6000,0,0,0,0.01970074812967581
2018-04-21,4,28800,0,0,0,0,1,1,2,0,0,0,0,0,0,0,19000,1900,7900,0,0,0,0.07182044887780549
2018-04-22,3,72000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,60000,0,6000,0,0,0,0.17955112219451372
2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-04-27,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-04-28,3,18000,0,1,1,0,0,1,0,0,0,0,0,6000,6000,0,0,6000,0,0,0,0,0.04488778054862843
2018-04-29,3,44000,0,2,0,0,0,1,0,0,0,0,0,38000,0,0,0,6000,0,0,0,0,0.10972568578553615
2018-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-05-01,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2018-05-02,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-05-03,3,44000,0,1,0,0,1,1,0,0,0,0,0,6000,0,0,19000,19000,0,0,0,0,0.10972568578553615
2018-05-04,3,126000,0,1,0,0,1,0,1,0,0,0,0,60000,0,0,60000,0,6000,0,0,0,0.31421446384039897
2018-05-05,4,186000,0,0,1,0,2,0,1,0,0,0,0,0,60000,0,120000,0,6000,0,0,0,0.46384039900249374
2018-05-06,3,72000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,60000,0,6000,0,0,0,0.17955112219451372
2018-05-07,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-05-08,2,12000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0.029925187032418952
2018-05-09,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-05-10,1,60000,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0.14962593516209477
2018-05-11,1,60000,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0.14962593516209477
2018-05-12,4,73900,0,1,1,0,1,0,1,0,0,0,0,6000,60000,0,6000,0,1900,0,0,0,0.18428927680798005
2018-05-13,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-05-15,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2018-05-16,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-05-17,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-05-18,2,79000,0,1,0,0,1,0,0,0,0,0,0,19000,0,0,60000,0,0,0,0,0,0.1970074812967581
2018-05-19,6,157000,1,0,2,0,2,1,0,0,0,0,19000,0,66000,0,66000,6000,0,0,0,0,0.3915211970074813
2018-05-20,7,150000,1,1,1,0,3,1,0,0,0,0,6000,6000,60000,0,72000,6000,0,0,0,0,0.37406483790523687
2018-05-21,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-05-22,4,78000,0,1,0,0,0,1,2,0,0,0,0,60000,0,0,0,6000,12000,0,0,0,0.19451371571072318
2018-05-23,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-05-25,3,87667,0,0,1,0,2,0,0,0,0,0,0,0,62667,0,25000,0,0,0,0,0,0.21862094763092269
2018-05-26,4,147667,0,0,1,0,2,0,1,0,0,0,0,0,62667,0,79000,0,6000,0,0,0,0.3682468827930174
2018-05-27,4,93667,0,1,1,0,1,0,1,0,0,0,0,6000,62667,0,19000,0,6000,0,0,0,0.23358354114713217
2018-05-28,4,87667,0,0,1,0,1,0,1,1,0,0,0,0,62667,0,19000,0,6000,0,0,0,0.21862094763092269
2018-05-29,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
2018-05-30,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2018-05-31,3,31000,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25000,0,6000,0,0,0,0.0773067331670823
2018-06-01,3,44000,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,19000,0,6000,0,0,0,0.10972568578553615
2018-06-02,3,44000,0,0,1,0,1,1,0,0,0,0,0,0,19000,0,19000,6000,0,0,0,0,0.10972568578553615
2018-06-03,6,75000,1,1,1,0,2,1,0,0,0,0,6000,19000,19000,0,25000,6000,0,0,0,0,0.18703241895261843
2018-06-04,2,12000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0.029925187032418952
2018-06-05,2,25000,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,6000,0,0,0,0,0.062344139650872814
2018-06-06,3,31000,0,1,0,0,0,1,1,0,0,0,0,19000,0,0,0,6000,6000,0,0,0,0.0773067331670823
2018-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-06-08,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2018-06-09,3,72000,0,1,0,0,2,0,0,0,0,0,0,6000,0,0,66000,0,0,0,0,0,0.17955112219451372
2018-06-10,3,44000,0,1,0,0,2,0,0,0,0,0,0,19000,0,0,25000,0,0,0,0,0,0.10972568578553615
2018-06-11,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2018-06-12,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
2018-06-13,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-06-14,5,69000,0,1,0,2,1,1,0,0,0,0,0,6000,0,38000,19000,6000,0,0,0,0,0.17206982543640897
2018-06-15,5,91000,0,0,1,0,2,1,0,0,1,0,0,0,19000,0,66000,6000,0,0,0,0,0.22693266832917705
2018-06-16,8,143900,0,1,2,0,2,2,0,0,1,0,0,1900,38000,0,79000,25000,0,0,0,0,0.3588528678304239
2018-06-17,7,116000,0,2,1,0,2,1,0,0,1,0,0,12000,19000,0,66000,19000,0,0,0,0,0.28927680798004984
2018-06-18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-06-19,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-06-20,3,25000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6000,19000,0,0,0,0,0.062344139650872814
2018-06-21,3,25000,0,1,0,0,0,1,0,0,1,0,0,6000,0,0,0,19000,0,0,0,0,0.062344139650872814
2018-06-22,5,132000,1,1,0,0,1,1,0,0,1,0,60000,6000,0,0,6000,60000,0,0,0,0,0.32917705735660846
2018-06-23,11,235000,0,5,2,0,2,1,0,0,1,0,0,43000,66000,0,66000,60000,0,0,0,0,0.5860349127182045
2018-06-24,7,157000,1,1,2,1,0,1,0,0,1,0,6000,6000,66000,19000,0,60000,0,0,0,0,0.3915211970074813
2018-06-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-06-26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-06-27,3,12000,0,2,0,0,0,0,0,0,1,0,0,12000,0,0,0,0,0,0,0,0,0.029925187032418952
2018-06-28,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-06-29,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-06-30,6,92900,0,1,0,0,4,0,0,0,1,0,0,6000,0,0,86900,0,0,0,0,0,0.23167082294264338
2018-07-01,5,84000,0,1,0,0,3,0,0,0,1,0,0,6000,0,0,78000,0,0,0,0,0,0.20947630922693267
2018-07-02,3,18000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,12000,0,0,0,0,0,0.04488778054862843
2018-07-03,3,72000,0,0,0,0,2,0,0,0,1,0,0,0,0,0,72000,0,0,0,0,0,0.17955112219451372
2018-07-04,6,138000,0,0,2,0,2,0,0,1,1,0,0,0,66000,0,72000,0,0,0,0,0,0.34413965087281795
2018-07-05,3,31000,0,0,0,0,2,0,0,0,1,0,0,0,0,0,31000,0,0,0,0,0,0.0773067331670823
2018-07-06,3,31000,0,0,0,0,2,0,0,0,1,0,0,0,0,0,31000,0,0,0,0,0,0.0773067331670823
2018-07-07,6,200900,0,3,0,0,2,0,0,0,1,0,0,139000,0,0,61900,0,0,0,0,0,0.500997506234414
2018-07-08,4,72000,0,0,0,0,3,0,0,0,1,0,0,0,0,0,72000,0,0,0,0,0,0.17955112219451372
2018-07-09,2,19000,0,1,0,0,0,0,0,0,1,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-07-10,3,12000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6000,6000,0,0,0,0,0.029925187032418952
2018-07-11,3,7900,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1900,6000,0,0,0,0,0.01970074812967581
2018-07-12,2,6000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2018-07-13,6,177000,0,1,4,0,0,0,0,0,1,0,0,19000,158000,0,0,0,0,0,0,0,0.44139650872817954
2018-07-14,11,233000,0,1,7,0,2,0,0,0,1,0,0,6000,215000,0,12000,0,0,0,0,0,0.5810473815461347
2018-07-15,7,196000,0,0,6,0,0,0,0,0,1,0,0,0,196000,0,0,0,0,0,0,0,0.48877805486284287
2018-07-16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-07-17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-07-18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-07-19,2,19000,0,1,0,0,0,0,0,0,1,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-07-20,5,286000,0,1,2,0,1,0,0,0,1,0,0,19000,207000,0,60000,0,0,0,0,0,0.713216957605985
2018-07-21,7,393000,0,1,3,0,2,0,0,0,1,0,0,60000,213000,0,120000,0,0,0,0,0,0.9800498753117207
2018-07-22,6,292000,0,1,3,0,1,0,0,0,1,0,0,19000,213000,0,60000,0,0,0,0,0,0.7281795511221945
2018-07-23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-07-24,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-07-25,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-07-26,3,12000,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,12000,0,0,0,0.029925187032418952
2018-07-27,6,97000,1,2,1,0,0,0,1,0,1,0,6000,25000,60000,0,0,0,6000,0,0,0,0.24189526184538654
2018-07-28,7,90000,0,2,2,0,1,0,1,0,1,0,0,12000,66000,0,6000,0,6000,0,0,0,0.22443890274314213
2018-07-29,4,126000,0,0,1,0,1,0,1,0,1,0,0,0,60000,0,60000,0,6000,0,0,0,0.31421446384039897
2018-07-30,3,79000,0,1,0,0,1,0,0,0,1,0,0,19000,0,0,60000,0,0,0,0,0,0.1970074812967581
2018-07-31,3,79000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,60000,0,0,0,0.1970074812967581
2018-08-01,3,66000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,60000,0,0,0,0,0,0.16458852867830423
2018-08-02,3,38000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,19000,0,0,0,0.09476309226932668
2018-08-03,6,251000,0,0,2,0,2,0,1,0,1,0,0,0,194000,0,38000,0,19000,0,0,0,0.6259351620947631
2018-08-04,8,317000,0,0,4,0,1,0,2,0,1,0,0,0,219000,0,60000,0,38000,0,0,0,0.7905236907730673
2018-08-05,7,298000,0,0,3,0,2,0,1,0,1,0,0,0,213000,0,66000,0,19000,0,0,0,0.743142144638404
2018-08-06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-08-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-08-08,2,60000,0,1,0,0,0,0,0,0,1,0,0,60000,0,0,0,0,0,0,0,0,0.14962593516209477
2018-08-09,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-08-10,7,224000,0,3,3,0,0,0,0,0,1,0,0,98000,126000,0,0,0,0,0,0,0,0.5586034912718204
2018-08-11,6,151000,0,2,3,0,0,0,0,0,1,0,0,25000,126000,0,0,0,0,0,0,0,0.3765586034912718
2018-08-12,6,164000,0,2,1,0,2,0,0,0,1,0,0,25000,60000,0,79000,0,0,0,0,0,0.4089775561097257
2018-08-13,3,12000,0,1,1,0,0,0,0,0,1,0,0,6000,6000,0,0,0,0,0,0,0,0.029925187032418952
2018-08-14,2,6000,0,0,1,0,0,0,0,0,1,0,0,0,6000,0,0,0,0,0,0,0,0.014962593516209476
2018-08-15,2,1900,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1900,0,0,0,0,0,0.004738154613466334
2018-08-16,2,6000,0,0,1,0,0,0,0,0,1,0,0,0,6000,0,0,0,0,0,0,0,0.014962593516209476
2018-08-17,8,158900,0,2,2,0,2,0,1,0,1,0,0,7900,66000,0,79000,0,6000,0,0,0,0.3962593516209476
2018-08-18,8,199900,0,0,3,0,2,0,2,0,1,0,0,0,67900,0,120000,0,12000,0,0,0,0.49850374064837905
2018-08-19,7,170000,0,0,2,0,2,0,2,0,1,0,0,0,79000,0,79000,0,12000,0,0,0,0.4239401496259351
2018-08-20,3,25000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2018-08-21,3,20900,0,0,0,0,2,0,0,0,1,0,0,0,0,0,20900,0,0,0,0,0,0.052119700748129674
2018-08-22,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-08-23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-08-24,4,26900,0,3,0,0,0,0,0,0,1,0,0,26900,0,0,0,0,0,0,0,0,0.06708229426433915
2018-08-25,8,122000,0,3,1,0,3,0,0,0,1,0,0,72000,19000,0,31000,0,0,0,0,0,0.30423940149625933
2018-08-26,5,91000,0,2,1,0,1,0,0,0,1,0,0,66000,19000,0,6000,0,0,0,0,0,0.22693266832917705
2018-08-27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-08-28,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-08-29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-08-30,2,79000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60000,0,19000,0,0,0,0.1970074812967581
2018-08-31,5,200900,0,1,1,0,1,0,2,0,0,0,0,60000,60000,0,1900,0,79000,0,0,0,0.500997506234414
2018-09-01,6,265000,0,1,1,0,2,0,2,0,0,0,0,60000,60000,0,66000,0,79000,0,0,0,0.6608478802992519
2018-09-02,3,139000,0,0,1,0,0,0,2,0,0,0,0,0,60000,0,0,0,79000,0,0,0,0.34663341645885287
2018-09-03,3,79000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,19000,0,60000,0,0,0,0.1970074812967581
2018-09-04,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
2018-09-05,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-09-06,2,12000,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0.029925187032418952
2018-09-07,3,44000,0,1,0,0,2,0,0,0,0,0,0,6000,0,0,38000,0,0,0,0,0,0.10972568578553615
2018-09-08,9,255000,0,4,3,0,2,0,0,0,0,0,0,37000,98000,0,120000,0,0,0,0,0,0.6359102244389028
2018-09-09,6,129000,0,2,2,0,2,0,0,0,0,0,0,12000,38000,0,79000,0,0,0,0,0,0.32169576059850374
2018-09-10,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-09-11,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-09-12,2,25000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,6000,0,0,0,0,0.062344139650872814
2018-09-13,3,18000,0,3,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0.04488778054862843
2018-09-14,3,18000,0,3,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0.04488778054862843
2018-09-15,3,31000,0,2,1,0,0,0,0,0,0,0,0,25000,6000,0,0,0,0,0,0,0,0.0773067331670823
2018-09-16,3,31000,0,1,2,0,0,0,0,0,0,0,0,6000,25000,0,0,0,0,0,0,0,0.0773067331670823
2018-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-09-19,2,66000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60000,0,6000,0,0,0,0.16458852867830423
2018-09-20,3,13900,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,1900,0,6000,0,0,0,0.03466334164588528
2018-09-21,3,44000,1,1,1,0,0,0,0,0,0,0,19000,6000,19000,0,0,0,0,0,0,0,0.10972568578553615
2018-09-22,5,93375,0,1,2,0,1,1,0,0,0,0,0,6000,25000,0,60000,2375,0,0,0,0,0.23285536159600997
2018-09-23,3,81375,0,0,1,0,1,1,0,0,0,0,0,0,19000,0,60000,2375,0,0,0,0,0.20293017456359103
2018-09-24,3,27375,0,1,0,0,1,1,0,0,0,0,0,6000,0,0,19000,2375,0,0,0,0,0.06826683291770573
2018-09-25,2,21375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,2375,0,0,0,0,0.053304239401496256
2018-09-26,2,21375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,2375,0,0,0,0,0.053304239401496256
2018-09-27,2,21375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,2375,0,0,0,0,0.053304239401496256
2018-09-28,4,33375,0,1,0,0,2,1,0,0,0,0,0,6000,0,0,25000,2375,0,0,0,0,0.0832294264339152
2018-09-29,6,166375,0,1,1,0,3,1,0,0,0,0,0,19000,6000,0,139000,2375,0,0,0,0,0.4149002493765586
2018-09-30,3,27375,0,0,1,0,1,1,0,0,0,0,0,0,6000,0,19000,2375,0,0,0,0,0.06826683291770573
2018-10-01,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-03,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-10-04,2,66000,0,2,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0.16458852867830423
2018-10-05,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2018-10-06,2,25000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0.062344139650872814
2018-10-07,4,145000,0,1,0,0,1,0,2,0,0,0,0,60000,0,0,60000,0,25000,0,0,0,0.3615960099750623
2018-10-08,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2018-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-10-11,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-12,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-13,2,6600,0,1,1,0,0,0,0,0,0,0,0,6000,600,0,0,0,0,0,0,0,0.016458852867830425
2018-10-14,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-15,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-16,3,12600,0,0,1,0,0,0,2,0,0,0,0,0,600,0,0,0,12000,0,0,0,0.031421446384039896
2018-10-17,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-18,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-19,2,6600,0,0,1,0,1,0,0,0,0,0,0,0,600,0,6000,0,0,0,0,0,0.016458852867830425
2018-10-20,2,60600,0,0,1,0,1,0,0,0,0,0,0,0,600,0,60000,0,0,0,0,0,0.1511221945137157
2018-10-21,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2018-10-22,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2018-10-23,2,12000,0,1,0,0,0,0,1,0,0,0,0,6000,0,0,0,0,6000,0,0,0,0.029925187032418952
2018-10-24,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
